City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
47,Sabang,5.8933,95.3214,81.73,77,100,12.03,ID,2022-10-26 16:26:43
48,Tual,-5.6667,132.75,83.48,71,97,4.72,ID,2022-10-26 16:26:43
49,Hobart,-42.8794,147.3294,55.26,98,100,11.5,AU,2022-10-26 16:25:36
50,Comodoro Rivadavia,-45.8667,-67.5,69.66,19,0,27.63,AR,2022-10-26 16:26:44
51,Cairns,-16.9167,145.7667,77.11,97,86,1.14,AU,2022-10-26 16:26:44
52,Chokwe,-24.5333,32.9833,76.62,74,92,14.14,MZ,2022-10-26 16:26:44
53,Atuona,-9.8,-139.0333,76.93,72,21,17.6,PF,2022-10-26 16:22:30
54,Zhigansk,66.7697,123.3711,15.42,95,100,16.8,RU,2022-10-26 16:26:46
55,Aklavik,68.2191,-135.0107,15.8,92,100,6.91,CA,2022-10-26 16:26:46
56,Hanover,52.3705,9.7332,62.98,82,0,3.44,DE,2022-10-26 16:26:46
57,Tiksi,71.6872,128.8694,2.82,95,71,8.41,RU,2022-10-26 16:26:47
58,San Rafael,-34.6177,-68.3301,73.96,24,0,11.81,AR,2022-10-26 16:26:48
59,Satun,6.8333,100.0,75.2,95,97,0.78,TH,2022-10-26 16:26:50
60,Lagoa,39.05,-27.9833,60.85,77,95,28.57,PT,2022-10-26 16:26:50
61,Saldanha,-33.0117,17.9442,75.25,76,24,12.28,ZA,2022-10-26 16:26:51
62,Bambous Virieux,-20.3428,57.7575,73.65,73,40,11.5,MU,2022-10-26 16:26:51
63,Banjar,-8.19,114.9675,76.89,91,99,6.13,ID,2022-10-26 16:26:52
64,Sao Joao Da Barra,-21.6403,-41.0511,80.69,72,30,11.3,BR,2022-10-26 16:26:52
65,Bredasdorp,-34.5322,20.0403,64.38,72,0,19.28,ZA,2022-10-26 16:26:53
66,Marrakesh,31.6315,-8.0083,95.07,14,20,4.61,MA,2022-10-26 16:25:01
67,Kavieng,-2.5744,150.7967,81.81,76,100,5.57,PG,2022-10-26 16:26:54
68,Luanda,-8.8368,13.2343,80.6,78,20,11.5,AO,2022-10-26 16:26:55
69,Waipawa,-41.4122,175.5153,52.3,77,86,9.75,NZ,2022-10-26 16:26:55
70,Jamestown,42.097,-79.2353,55.02,77,100,10.36,US,2022-10-26 16:25:47
71,Esperance,-33.8667,121.9,56.82,74,94,14.27,AU,2022-10-26 16:26:56
72,Cape Town,-33.9258,18.4232,70.09,65,0,12.66,ZA,2022-10-26 16:26:23
73,Cidreira,-30.1811,-50.2056,72.57,71,89,16.73,BR,2022-10-26 16:26:56
74,Souillac,-20.5167,57.5167,73.78,73,40,11.5,MU,2022-10-26 16:26:57
75,Albany,42.6001,-73.9662,73.17,82,68,1.99,US,2022-10-26 16:24:51
76,Mataura,-46.1927,168.8643,47.48,99,100,1.61,NZ,2022-10-26 16:26:57
77,Kapit,2.0167,112.9333,73.33,99,97,2.42,MY,2022-10-26 16:26:57
78,Elbrus,43.2577,42.6443,41.22,83,100,6.8,RU,2022-10-26 16:26:58
79,Saskylakh,71.9167,114.0833,4.68,95,100,5.59,RU,2022-10-26 16:26:58
80,Ponta Do Sol,32.6667,-17.1,75.0,92,92,9.24,PT,2022-10-26 16:26:59
81,Stephenville Crossing,48.5,-58.4318,55.53,100,100,10.36,CA,2022-10-26 16:26:59
82,Kirkwall,58.9848,-2.9587,55.45,88,20,17.27,GB,2022-10-26 16:26:59
83,Cherskiy,68.75,161.3,4.82,97,98,3.53,RU,2022-10-26 16:27:00
84,Kapaa,22.0752,-159.319,77.32,90,100,20.71,US,2022-10-26 16:27:00
85,Vanimo,-2.6741,141.3028,77.32,87,79,3.02,PG,2022-10-26 16:27:01
86,Mazagao,-0.115,-51.2894,91.45,49,100,6.2,BR,2022-10-26 16:27:01
87,Thompson,55.7435,-97.8558,19.56,100,75,2.3,CA,2022-10-26 16:27:02
88,Yerbogachen,61.2767,108.0108,28.81,71,100,10.16,RU,2022-10-26 16:27:04
89,Thunder Bay,48.4001,-89.3168,40.98,48,20,13.8,CA,2022-10-26 16:26:52
90,Te Anau,-45.4167,167.7167,48.11,94,100,2.1,NZ,2022-10-26 16:28:04
91,Taoudenni,22.6783,-3.9836,94.77,8,61,9.01,ML,2022-10-26 16:28:05
92,Songea,-10.6833,35.65,79.56,31,12,8.68,TZ,2022-10-26 16:28:05
93,Kincardine,56.0667,-3.7167,59.02,79,27,17.16,GB,2022-10-26 16:28:07
94,Olinda,-8.0089,-34.8553,83.93,61,40,10.36,BR,2022-10-26 16:28:07
95,Lompoc,34.6391,-120.4579,64.78,89,75,3.44,US,2022-10-26 16:28:08
96,Constitucion,-35.3333,-72.4167,62.29,70,36,10.22,CL,2022-10-26 16:28:08
97,Yulara,-25.2406,130.9889,67.62,40,0,10.89,AU,2022-10-26 16:28:09
98,Ahipara,-35.1667,173.1667,53.42,91,99,6.69,NZ,2022-10-26 16:28:09
99,Naze,28.3667,129.4833,72.52,62,100,17.43,JP,2022-10-26 16:28:10
100,Nikolskoye,59.7035,30.7861,48.09,98,100,5.41,RU,2022-10-26 16:28:11
101,Dawson Creek,55.7666,-120.2362,33.44,64,0,6.91,CA,2022-10-26 16:23:26
102,Beyneu,45.3167,55.2,44.13,43,2,8.19,KZ,2022-10-26 16:28:12
103,Richards Bay,-28.783,32.0377,70.47,73,98,8.23,ZA,2022-10-26 16:28:12
104,Saint-Philippe,-21.3585,55.7679,74.79,85,69,15.66,RE,2022-10-26 16:28:13
105,Ribeira Grande,38.5167,-28.7,59.77,82,75,16.11,PT,2022-10-26 16:28:13
106,Baykit,61.67,96.37,30.6,90,100,6.2,RU,2022-10-26 16:28:15
107,Sola,-13.8833,167.55,79.36,76,4,3.69,VU,2022-10-26 16:28:15
108,Dambulla,7.86,80.6517,74.66,87,100,2.89,LK,2022-10-26 16:28:16
109,Ulladulla,-35.35,150.4667,61.65,72,43,8.7,AU,2022-10-26 16:28:16
110,Sao Filipe,14.8961,-24.4956,79.25,80,100,9.15,CV,2022-10-26 16:28:16
111,Lata,40.1629,-8.3327,76.5,51,95,10.33,PT,2022-10-26 16:28:17
112,Sayyan,15.1718,44.3244,60.73,21,1,10.31,YE,2022-10-26 16:28:18
113,Sitka,57.0531,-135.33,51.69,82,100,16.11,US,2022-10-26 16:28:19
114,Yellowknife,62.456,-114.3525,28.92,93,100,3.44,CA,2022-10-26 16:28:19
115,Guerrero Negro,27.9769,-114.0611,69.19,60,30,9.17,MX,2022-10-26 16:24:25
116,Preeceville,51.95,-102.6677,22.86,91,90,5.75,CA,2022-10-26 16:28:21
117,Ola,59.5833,151.2833,21.07,82,70,5.3,RU,2022-10-26 16:28:21
118,Mersing,2.4312,103.8405,76.91,94,40,2.3,MY,2022-10-26 16:28:21
119,Arraial Do Cabo,-22.9661,-42.0278,78.66,65,40,14.97,BR,2022-10-26 16:28:22
120,San Andres,12.5847,-81.7006,87.82,66,40,5.75,CO,2022-10-26 16:28:22
121,Bud,39.447,-86.1758,48.85,90,100,13.31,US,2022-10-26 16:28:23
122,Berbera,10.4396,45.0143,83.86,60,2,10.58,SO,2022-10-26 16:28:23
123,Belmonte,-15.8631,-38.8828,78.58,74,23,7.9,BR,2022-10-26 16:28:24
124,Kysyl-Syr,63.8986,122.7617,25.59,95,100,7.61,RU,2022-10-26 16:28:27
125,Vao,-22.6667,167.4833,73.09,79,8,15.19,NC,2022-10-26 16:28:29
126,Sekoma,-24.4,23.8833,81.37,41,91,20.6,BW,2022-10-26 16:28:31
127,Havoysund,70.9963,24.6622,37.63,84,100,9.98,NO,2022-10-26 16:28:31
128,Halifax,44.6453,-63.5724,64.69,98,100,10.36,CA,2022-10-26 16:26:06
129,Karratha,-20.7377,116.8463,75.2,50,0,8.84,AU,2022-10-26 16:28:32
130,Pevek,69.7008,170.3133,-5.1,97,26,6.17,RU,2022-10-26 16:28:32
131,Olafsvik,64.8945,-23.7142,43.43,81,94,6.71,IS,2022-10-26 16:28:32
132,Buala,-8.145,159.5921,78.66,84,19,2.95,SB,2022-10-26 16:28:33
133,Narsaq,60.9167,-46.05,30.42,77,100,1.83,GL,2022-10-26 16:28:33
134,Raciborz,50.0919,18.2193,60.22,90,43,6.15,PL,2022-10-26 16:28:34
135,Vila Franca Do Campo,37.7167,-25.4333,67.19,69,68,19.6,PT,2022-10-26 16:29:35
136,Barrow,71.2906,-156.7887,19.42,79,100,8.05,US,2022-10-26 16:29:36
137,Lebu,-37.6167,-73.65,58.21,70,6,7.43,CL,2022-10-26 16:29:36
138,Palaikastron,35.2,26.25,69.78,71,0,7.47,GR,2022-10-26 16:29:36
139,Mount Gambier,-37.8333,140.7667,55.31,100,100,10.36,AU,2022-10-26 16:29:37
140,Manokwari,-0.8667,134.0833,79.38,82,91,2.06,ID,2022-10-26 16:29:37
141,Takoradi,4.8845,-1.7554,82.0,72,100,7.0,GH,2022-10-26 16:29:37
142,Castro,-24.7911,-50.0119,77.97,35,0,3.78,BR,2022-10-26 16:29:38
143,Lorengau,-2.0226,147.2712,81.07,74,74,2.46,PG,2022-10-26 16:29:38
144,Pangnirtung,66.1451,-65.7125,32.0,59,100,9.22,CA,2022-10-26 16:29:38
145,Necochea,-38.5473,-58.7368,57.85,96,100,6.71,AR,2022-10-26 16:29:39
146,Wagar,16.1525,36.2032,87.49,43,98,11.81,SD,2022-10-26 16:29:39
147,Bad Munstereifel,50.55,6.7667,65.23,67,61,7.99,DE,2022-10-26 16:29:39
148,Norfolk,42.1668,-71.2495,68.99,97,100,5.75,US,2022-10-26 16:25:16
149,Kawalu,-7.3817,108.2082,71.28,97,100,3.15,ID,2022-10-26 16:29:40
150,Santa Cruz,-17.8,-63.1667,92.66,52,40,25.32,BO,2022-10-26 16:29:41
151,Port Blair,11.6667,92.75,80.49,83,68,7.34,IN,2022-10-26 16:29:42
152,Muros,42.7762,-9.0603,69.67,83,100,15.7,ES,2022-10-26 16:29:42
153,Hofn,64.2539,-15.2082,46.42,71,75,18.41,IS,2022-10-26 16:29:43
154,Galway,53.2719,-9.0489,55.62,81,74,20.94,IE,2022-10-26 16:28:33
155,Aktau,43.65,51.2,46.98,47,23,7.92,KZ,2022-10-26 16:29:43
156,Pashiya,58.4324,58.2562,23.63,94,81,3.42,RU,2022-10-26 16:29:44
157,Stadtbergen,48.3667,10.85,62.98,78,0,4.61,DE,2022-10-26 16:29:44
158,Juneau,58.3019,-134.4197,40.21,97,100,25.32,US,2022-10-26 16:25:27
159,Porto Tolle,44.9497,12.3245,68.34,76,35,6.33,IT,2022-10-26 16:29:45
160,Canton,23.1167,113.25,75.87,63,67,10.36,CN,2022-10-26 16:29:45
161,Barreiras,-12.1528,-44.99,84.85,49,77,8.9,BR,2022-10-26 16:29:46
162,Limbuhan,11.8838,124.0501,81.1,86,100,17.29,PH,2022-10-26 16:29:46
163,Port Hardy,50.6996,-127.4199,42.98,93,100,4.61,CA,2022-10-26 16:26:57
164,San Quintin,30.4833,-115.95,66.7,66,0,9.24,MX,2022-10-26 16:29:47
165,Khatanga,71.9667,102.5,5.99,96,100,5.59,RU,2022-10-26 16:29:47
166,Dingle,10.9995,122.6711,76.06,94,100,5.3,PH,2022-10-26 16:29:47
167,Severo-Kurilsk,50.6789,156.125,37.71,77,4,5.06,RU,2022-10-26 16:29:48
168,Krasnoselkup,65.7,82.4667,11.08,96,32,7.36,RU,2022-10-26 16:29:48
169,Seoul,37.5683,126.9778,51.24,91,0,2.3,KR,2022-10-26 16:26:35
170,Port Elizabeth,-33.918,25.5701,67.1,77,100,12.66,ZA,2022-10-26 16:29:48
171,Upernavik,72.7868,-56.1549,10.42,95,80,6.49,GL,2022-10-26 16:29:49
172,Hearst,49.6835,-83.6665,35.85,84,100,8.57,CA,2022-10-26 16:28:15
173,Muriti,-1.9833,32.9167,75.7,72,92,14.16,TZ,2022-10-26 16:29:49
174,Yumen,40.2833,97.2,45.43,43,24,7.52,CN,2022-10-26 16:29:53
175,Salalah,17.0151,54.0924,82.49,54,0,3.44,OM,2022-10-26 16:29:53
176,Colares,38.7992,-9.4469,76.66,71,20,14.97,PT,2022-10-26 16:29:53
177,Raudeberg,61.9875,5.1352,52.47,23,92,6.2,NO,2022-10-26 16:29:54
178,Vikhorevka,56.1201,101.1636,29.79,68,42,3.47,RU,2022-10-26 16:29:54
179,Klaksvik,62.2266,-6.589,52.72,95,100,32.23,FO,2022-10-26 16:29:55
180,Portland,45.5234,-122.6762,48.81,94,75,4.61,US,2022-10-26 16:28:18
181,Nelson Bay,-32.7167,152.15,66.99,77,37,8.99,AU,2022-10-26 16:29:55
182,Kelvington,52.1667,-103.5343,25.05,93,84,7.23,CA,2022-10-26 16:30:56
183,Awjilah,29.1081,21.2869,75.22,38,0,8.3,LY,2022-10-26 16:30:56
184,Gambo,4.6482,22.2633,72.64,94,93,5.75,CF,2022-10-26 16:30:56
185,Sinnai,39.3042,9.2036,75.65,73,0,8.05,IT,2022-10-26 16:30:57
186,Conde,-7.2597,-34.9075,85.46,54,75,11.5,BR,2022-10-26 16:30:58
187,Tabuk,17.4189,121.4443,69.55,89,100,3.91,PH,2022-10-26 16:30:58
188,Nizhneangarsk,55.7833,109.55,25.72,76,77,5.7,RU,2022-10-26 16:30:58
189,Jalu,29.0331,21.5482,75.27,37,0,7.67,LY,2022-10-26 16:30:59
190,Ostrovnoy,68.0531,39.5131,32.4,95,100,17.18,RU,2022-10-26 16:30:59
191,Saint-Francois,46.4154,3.9054,69.24,60,0,5.75,FR,2022-10-26 16:31:00
192,Rach Gia,10.0167,105.0833,78.75,86,100,7.4,VN,2022-10-26 16:34:30
193,Ystad,55.4297,13.8204,50.74,90,100,6.49,SE,2022-10-26 16:34:30
194,Ambilobe,-13.2,49.05,74.59,63,22,7.0,MG,2022-10-26 16:34:31
195,Decatur,39.8403,-88.9548,50.25,71,0,11.5,US,2022-10-26 16:31:06
196,Kruisfontein,-34.0033,24.7314,64.89,75,57,14.56,ZA,2022-10-26 16:34:31
197,Bilibino,68.0546,166.4372,4.96,98,100,1.5,RU,2022-10-26 16:34:32
198,Lamu,-2.2717,40.902,79.02,87,52,13.98,KE,2022-10-26 16:34:32
199,Cap Malheureux,-19.9842,57.6142,73.47,69,4,5.99,MU,2022-10-26 16:34:32
200,Gambela,8.25,34.5833,76.01,80,51,2.84,ET,2022-10-26 16:34:33
201,Tasiilaq,65.6145,-37.6368,22.32,95,100,3.13,GL,2022-10-26 16:34:33
202,Chokurdakh,70.6333,147.9167,11.5,96,100,5.93,RU,2022-10-26 16:34:34
203,Pafos,34.7667,32.4167,69.58,60,0,4.61,CY,2022-10-26 16:34:34
204,Miri,4.4148,114.0089,78.94,94,40,0.0,MY,2022-10-26 16:34:35
205,Qui Nhon,13.7667,109.2333,77.47,89,100,10.02,VN,2022-10-26 16:34:35
206,Chuy,-33.6971,-53.4616,72.37,78,100,8.88,UY,2022-10-26 16:34:36
207,Pouebo,-20.4,164.5667,73.33,88,31,9.6,NC,2022-10-26 16:34:36
208,Klyuchi,52.2667,79.1667,42.66,47,100,7.67,RU,2022-10-26 16:34:36
209,Tateyama,34.9833,139.8667,57.04,59,0,8.28,JP,2022-10-26 16:34:37
210,Melfort,52.8667,-104.6177,30.33,93,80,10.36,CA,2022-10-26 16:34:38
211,Billings,45.7833,-108.5007,31.77,80,75,8.05,US,2022-10-26 16:34:43
212,Fomboni,-12.28,43.7425,78.21,75,86,16.22,KM,2022-10-26 16:34:43
213,Aracuai,-16.8497,-42.0703,93.16,31,42,8.52,BR,2022-10-26 16:34:44
214,Geraldton,-28.7667,114.6,59.41,72,3,13.8,AU,2022-10-26 16:34:44
215,Puerto Ayacucho,5.6639,-67.6236,88.57,59,100,4.21,VE,2022-10-26 16:34:45
216,Iqaluit,63.7506,-68.5145,33.53,93,100,17.27,CA,2022-10-26 16:34:45
217,Torbay,47.6666,-52.7314,63.27,89,100,11.5,CA,2022-10-26 16:30:27
218,Talnakh,69.4865,88.3972,4.33,97,100,2.93,RU,2022-10-26 16:34:47
219,Hasaki,35.7333,140.8333,50.22,53,0,11.43,JP,2022-10-26 16:34:48
220,Yenagoa,4.9247,6.2642,79.34,85,95,4.29,NG,2022-10-26 16:34:48
221,Severo-Yeniseyskiy,60.3725,93.0408,27.46,72,100,7.07,RU,2022-10-26 16:34:48
222,Roebourne,-20.7833,117.1333,74.64,43,0,8.77,AU,2022-10-26 16:34:53
223,Kaeo,-35.1,173.7833,47.32,93,93,2.77,NZ,2022-10-26 16:35:54
224,Luderitz,-26.6481,15.1594,63.86,73,1,15.12,NA,2022-10-26 16:35:54
225,Butaritari,3.0707,172.7902,81.12,77,81,13.53,KI,2022-10-26 16:35:55
226,Shimoda,34.6667,138.95,53.1,66,0,5.97,JP,2022-10-26 16:35:55
227,Shubarkuduk,49.1447,56.4872,34.29,63,7,7.78,KZ,2022-10-26 16:35:55
228,Lixourion,38.2019,20.4314,71.6,83,20,10.36,GR,2022-10-26 16:35:56
229,Magnor,59.9511,12.1996,46.29,96,92,3.78,SE,2022-10-26 16:35:57
230,Northam,51.0333,-4.2167,61.61,81,84,16.35,GB,2022-10-26 16:35:57
231,Albanel,48.8832,-72.4487,71.74,82,65,8.05,CA,2022-10-26 16:35:57
232,Auki,-8.7676,160.7034,77.13,85,15,1.92,SB,2022-10-26 16:35:58
233,Leningradskiy,69.3833,178.4167,-1.28,95,8,6.44,RU,2022-10-26 16:35:58
234,Lola,7.8,-8.5333,83.08,65,55,1.86,GN,2022-10-26 16:35:59
235,Bengkulu,-3.8004,102.2655,74.53,91,100,4.36,ID,2022-10-26 16:35:59
236,Pontypridd,51.6021,-3.3421,61.74,73,63,8.99,GB,2022-10-26 16:36:01
237,Antalaha,-14.9003,50.2788,70.59,86,5,3.58,MG,2022-10-26 16:36:02
238,Cabo San Lucas,22.8909,-109.9124,81.52,60,0,3.44,MX,2022-10-26 16:33:24
239,Calabozo,8.9242,-67.4293,89.08,60,100,1.95,VE,2022-10-26 16:36:02
240,Tuatapere,-46.1333,167.6833,47.77,97,100,3.51,NZ,2022-10-26 16:36:06
241,Tungor,53.3808,142.9564,33.55,99,100,5.3,RU,2022-10-26 16:36:06
242,Faanui,-16.4833,-151.75,76.73,88,100,21.03,PF,2022-10-26 16:36:07
243,Teguise,29.0605,-13.564,71.82,83,0,4.61,ES,2022-10-26 16:36:08
244,Namatanai,-3.6667,152.4333,79.59,78,99,2.84,PG,2022-10-26 16:36:08
245,Parana,-31.732,-60.5238,75.45,64,87,16.51,AR,2022-10-26 16:36:09
246,Bethel,41.3712,-73.414,72.05,84,100,3.44,US,2022-10-26 16:36:11
247,Roma,43.2128,-75.4557,71.96,77,100,9.22,US,2022-10-26 16:36:11
248,Fethiye,36.6217,29.1164,66.07,49,0,2.59,TR,2022-10-26 16:36:12
249,Kodiak,57.79,-152.4072,42.31,56,20,13.8,US,2022-10-26 16:36:13
250,Avera,33.194,-82.5271,72.91,43,3,11.18,US,2022-10-26 16:36:14
251,Roswell,34.0232,-84.3616,60.58,76,75,13.8,US,2022-10-26 16:31:40
252,Maniitsoq,65.4167,-52.9,30.67,95,100,16.55,GL,2022-10-26 16:36:15
253,Henties Bay,-22.116,14.2845,60.39,87,13,8.46,NA,2022-10-26 16:36:17
254,Buchanan,5.8808,-10.0467,80.26,82,69,8.1,LR,2022-10-26 16:36:18
255,Asau,46.4333,26.4,56.32,79,24,2.55,RO,2022-10-26 16:36:19
256,Jizan,17.3333,42.6667,88.74,64,11,4.68,SA,2022-10-26 16:36:20
257,Fairlie,55.756,-4.8556,58.39,80,78,5.99,GB,2022-10-26 16:36:20
258,Najran,17.4924,44.1277,75.85,19,0,6.53,SA,2022-10-26 16:36:21
259,Zahesi,41.8246,44.7536,53.31,74,60,1.9,GE,2022-10-26 16:36:22
260,Alyangula,-13.8483,136.4192,82.08,74,8,12.21,AU,2022-10-26 16:36:22
261,Arica,-18.475,-70.3042,72.95,55,0,16.11,CL,2022-10-26 16:36:23
262,Isangel,-19.55,169.2667,73.24,87,6,6.15,VU,2022-10-26 16:36:24
263,Slave Lake,55.2834,-114.769,28.38,93,0,4.61,CA,2022-10-26 16:36:25
264,Deputatskiy,69.3,139.9,12.79,85,100,15.03,RU,2022-10-26 16:36:25
265,Nhulunbuy,-12.2333,136.7667,81.21,83,6,6.91,AU,2022-10-26 16:36:27
266,Mlandizi,-6.7,38.7333,76.87,74,17,8.97,TZ,2022-10-26 16:36:27
267,Asuncion,-25.3007,-57.6359,94.89,38,20,25.32,PY,2022-10-26 16:37:29
268,Lazaro Cardenas,17.9583,-102.2,84.6,70,56,2.84,MX,2022-10-26 16:37:29
269,Abu Kamal,34.4506,40.9171,75.04,35,85,4.56,SY,2022-10-26 16:37:30
270,Bose,45.4612,8.0137,65.79,83,75,2.64,IT,2022-10-26 16:37:30
271,San Patricio,28.017,-97.5169,77.09,26,0,10.11,US,2022-10-26 16:37:30
272,Severnoye,56.3491,78.3619,31.05,85,100,4.36,RU,2022-10-26 16:37:31
273,Nantucket,41.2835,-70.0995,68.14,97,100,6.76,US,2022-10-26 16:37:31
274,Ust-Kuyga,70.0167,135.6,2.89,99,96,5.1,RU,2022-10-26 16:37:32
275,Touros,-5.1989,-35.4608,84.58,55,100,13.0,BR,2022-10-26 16:37:33
276,Samana,19.2056,-69.3369,84.42,70,40,4.61,DO,2022-10-26 16:37:35
277,Egvekinot,66.3167,-179.1667,2.73,96,71,3.91,RU,2022-10-26 16:35:24
278,Juazeiro,-9.4117,-40.4986,84.38,65,75,5.75,BR,2022-10-26 16:37:36
279,Wasilla,61.5814,-149.4394,27.36,85,100,3.44,US,2022-10-26 16:37:36
280,San Carlos,9.6612,-68.5827,90.66,54,81,3.74,VE,2022-10-26 16:35:25
281,Menongue,-14.6585,17.691,69.67,72,65,7.11,AO,2022-10-26 16:37:37
282,Margate,51.3813,1.3862,63.9,79,76,4.0,GB,2022-10-26 16:37:38
283,Labuhan,-6.8844,112.2051,76.51,89,100,12.64,ID,2022-10-26 16:37:39
284,Kununurra,-15.7667,128.7333,84.18,74,40,4.61,AU,2022-10-26 16:37:40
285,Koulikoro,14.0,-7.75,95.97,16,23,9.1,ML,2022-10-26 16:37:40
286,La Rioja,42.25,-2.5,65.98,42,73,11.05,ES,2022-10-26 16:37:41
287,Inuvik,68.3499,-133.7218,16.66,86,100,12.66,CA,2022-10-26 16:37:41
288,Goulburn,-34.75,149.7167,50.11,95,47,12.91,AU,2022-10-26 16:37:42
289,Yar-Sale,66.8333,70.8333,28.24,83,97,16.24,RU,2022-10-26 16:33:21
290,Benguela,-12.5763,13.4055,76.73,78,27,8.28,AO,2022-10-26 16:37:43
291,Havre-Saint-Pierre,50.2334,-63.5986,57.56,82,100,0.0,CA,2022-10-26 16:37:44
292,Orlik,52.5178,99.825,18.84,42,40,3.31,RU,2022-10-26 16:37:44
293,Penzance,50.1186,-5.5371,61.77,88,20,19.57,GB,2022-10-26 16:37:44
294,Los Llanos De Aridane,28.6585,-17.9182,71.35,77,40,5.75,ES,2022-10-26 16:37:45
295,Kloulklubed,7.0419,134.2556,73.9,87,100,21.18,PW,2022-10-26 16:37:45
296,Gamba,-2.65,10.0,78.21,86,80,6.4,GA,2022-10-26 16:37:46
297,Arlit,18.7369,7.3853,86.0,9,42,3.71,NE,2022-10-26 16:37:47
298,Mpika,-11.8343,31.4529,77.36,31,33,6.62,ZM,2022-10-26 16:37:47
299,Pisco,-13.7,-76.2167,65.01,77,0,12.66,PE,2022-10-26 16:37:48
300,Songjianghe,42.1859,127.479,37.56,95,100,4.41,CN,2022-10-26 16:37:48
301,Vestmannaeyjar,63.4427,-20.2734,49.19,76,20,13.8,IS,2022-10-26 16:37:49
302,Wewak,-3.5534,143.6268,79.43,79,57,1.63,PG,2022-10-26 16:37:49
303,Culaman,5.9603,125.6586,80.89,81,100,4.0,PH,2022-10-26 16:37:49
304,Samarai,-10.6167,150.6667,80.53,77,100,6.93,PG,2022-10-26 16:37:51
305,Maxixe,-23.8597,35.3472,82.22,74,40,6.91,MZ,2022-10-26 16:37:51
306,Chapais,49.7834,-74.8492,64.18,66,75,13.56,CA,2022-10-26 16:32:55
307,Yeppoon,-23.1333,150.7333,69.58,86,92,3.2,AU,2022-10-26 16:37:53
308,Honghu,29.8206,113.4621,59.05,83,99,7.99,CN,2022-10-26 16:37:53
309,Tomatlan,19.9333,-105.25,85.35,69,32,2.24,MX,2022-10-26 16:37:54
310,North Myrtle Beach,33.816,-78.68,76.37,83,100,5.75,US,2022-10-26 16:35:25
311,Pimentel,-6.8367,-79.9342,70.09,64,0,9.22,PE,2022-10-26 16:38:54
312,Basco,20.4487,121.9702,79.07,70,98,22.73,PH,2022-10-26 16:38:55
313,Sal Rei,16.1833,-22.9167,82.6,65,75,14.97,CV,2022-10-26 16:38:55
314,Humboldt,40.6665,-123.9178,40.6,67,29,3.36,US,2022-10-26 16:38:56
315,Bereda,43.2686,-7.5406,60.53,82,100,2.84,ES,2022-10-26 16:38:56
316,Tura,25.5198,90.2201,65.3,85,0,2.89,IN,2022-10-26 16:34:42
317,Plouzane,48.3833,-4.6167,62.92,88,75,16.11,FR,2022-10-26 16:38:56
318,Manadhoo,5.7667,73.3833,82.13,71,66,2.68,MV,2022-10-26 16:38:57
319,Marawi,7.9986,124.2928,69.17,95,100,1.14,PH,2022-10-26 16:38:57
320,Laguna,38.421,-121.4238,62.08,67,0,5.75,US,2022-10-26 16:38:58
